Fiscal Year,Budget Type,Organization Entity,Command Name,Pillar Name,District Name,Unit Name,Feature_Category,Cost Element,Cost Element Long Name,Amount,ObjectId
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4811,Wireless services,100,2319
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1571,Court premium pay - Uniform,300,2320
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1574,Lieutime premium pay - Uniform,271500,2321
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,1-Salaries,1505,Regular salaries - Civilian A,157600,2322
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1572,Overtime premium pay - Uniform,50100,2323
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,2-Premium Pay,1584,Lieutime premium pay - Civilian,400,2324
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1581,Court premium pay - Civilian,1600,2325
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1573,Callback premium pay - Uniform,258300,2326
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,3-Benefits,1746,EI - Civilian,2600,2327
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1582,Overtime premium pay - Civilian,2400,2328
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1574,Lieutime premium pay - Uniform,72600,2329
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,3-Benefits,1765,CPP - Civilian,8000,2330
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1583,Callback premium pay - Civilian,2200,2331
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1582,Overtime premium pay - Civilian,4400,2332
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,3-Benefits,1776,OMERS - Civilian,15400,2333
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1584,Lieutime premium pay - Civilian,13200,2334
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1583,Callback premium pay - Civilian,6400,2335
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,4-Materials & Supplies,2010,Stationery and office supplies,1100,2336
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1744,EI - Uniform,65000,2337
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1584,Lieutime premium pay - Civilian,7000,2338
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,6-Services,4230,Business travel - other expenses,3000,2339
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1746,EI - Civilian,83200,2340
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1592,Overtime premium pay - Contract,800,2341
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,6-Services,4255,Conferences / seminars,3700,2342
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1764,CPP - Uniform,200000,2343
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1744,EI - Uniform,54600,2344
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,6-Services,4811,Wireless services,100,2345
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1765,CPP - Civilian,256000,2346
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1746,EI - Civilian,18200,2347
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1504,Regular salaries - Uniform,4417700,2348
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1773,OMERS - Uniform,767400,2349
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1764,CPP - Uniform,168000,2350
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1505,Regular salaries - Civilian A,70700,2351
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1776,OMERS - Civilian,598000,2352
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1765,CPP - Civilian,56000,2353
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1506,Regular salaries - Civilian B,76600,2354
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2010,Stationery and office supplies,32000,2355
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1773,OMERS - Uniform,670700,2356
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1533,Alternate rate - Uniform,1300,2357
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2020,Books & Magazines,500,2358
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1776,OMERS - Civilian,115200,2359
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1541,Statutory Holiday - Uniform,300,2360
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2080,Photo / Video supplies,17000,2361
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,4-Materials & Supplies,2010,Stationery and office supplies,15500,2362
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1551,Shift Bonus - Uniform,10400,2363
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,4-Materials & Supplies,2082,Health & Safety supplies,3500,2364
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2081,Photo / Video in-house production supplies,28600,2365
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1571,Court premium pay - Uniform,21400,2366
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,4-Materials & Supplies,2084,Ammunition/Firearms supplies,50000,2367
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2082,Health & Safety supplies,12800,2368
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1572,Overtime premium pay - Uniform,16500,2369
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,4-Materials & Supplies,2670,Uniforms,90000,2370
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2083,Fingerprint supplies,107100,2371
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1573,Callback premium pay - Uniform,21900,2372
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,4-Materials & Supplies,2999,Miscellaneous materials,10000,2373
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2999,Miscellaneous materials,1000,2374
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1574,Lieutime premium pay - Uniform,87900,2375
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,5-Equipment,3099,General equipment,65000,2376
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3099,General equipment,3000,2377
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,2-Premium Pay,1584,Lieutime premium pay - Civilian,500,2378
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,5-Equipment,3410,Computers - hardware,9200,2379
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3410,Computers - hardware,5000,2380
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,3-Benefits,1744,EI - Uniform,48100,2381
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,5-Equipment,3420,Computers - software,1500,2382
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3420,Computers - software,12100,2383
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,3-Benefits,1746,EI - Civilian,2600,2384
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,5-Equipment,3979,Small equipment,5000,2385
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,5-Equipment,3980,Cameras and lenses,9400,2386
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,3-Benefits,1764,CPP - Uniform,148000,2387
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,6-Services,2215,Hydro,3800,2388
